pubId,Relevancy,Links
32649563,No,https://pubmed.ncbi.nlm.nih.gov/32649563
35012752,No,https://pubmed.ncbi.nlm.nih.gov/35012752
34560220,No,https://pubmed.ncbi.nlm.nih.gov/34560220
31467984,maybe,https://pubmed.ncbi.nlm.nih.gov/31467984
30910750,yes,https://pubmed.ncbi.nlm.nih.gov/30910750
35186134,No,https://pubmed.ncbi.nlm.nih.gov/35186134
30739872,No,https://pubmed.ncbi.nlm.nih.gov/30739872
34178201,No,https://pubmed.ncbi.nlm.nih.gov/34178201
35856824,No,https://pubmed.ncbi.nlm.nih.gov/35856824
36105838,No,https://pubmed.ncbi.nlm.nih.gov/36105838
36103319,No,https://pubmed.ncbi.nlm.nih.gov/36103319
34152863,No,https://pubmed.ncbi.nlm.nih.gov/34152863
34562724,No,https://pubmed.ncbi.nlm.nih.gov/34562724
30775107,No,https://pubmed.ncbi.nlm.nih.gov/30775107
31338407,No,https://pubmed.ncbi.nlm.nih.gov/31338407
30788109,No,https://pubmed.ncbi.nlm.nih.gov/30788109
37546026,No,https://pubmed.ncbi.nlm.nih.gov/37546026
32224680,No,https://pubmed.ncbi.nlm.nih.gov/32224680
